Brand,Model,RAM,Storage,Battery,Camera,ScreenSize,FiveG,PhoneAge,Condition,Price
Nothing,Nothing-396,8,32,3620,64,5.2,Yes,3.6,New,15362.0
Realme,Realme-471,12,64,3548,50,5.6,No,4.5,New,7568.29
Samsung,Samsung-627,2,512,3912,48,6.8,No,2.6,Used,21002.03
Xiaomi,Xiaomi-360,12,512,5792,50,7.1,No,1.6,New,30150.48
Realme,Realme-809,2,64,3409,200,6.9,Yes,1.3,Used,11418.16
Motorola,Motorola-699,4,128,6230,50,5.8,Yes,2.8,Used,9583.09
Motorola,Motorola-252,16,32,6203,32,5.7,No,4.6,Used,8071.55
Oppo,Oppo-279,12,32,4724,64,6.3,No,0.7,New,24984.0
Vivo,Vivo-629,2,32,5173,12,5.8,Yes,3.4,Used,5138.23
Samsung,Samsung-562,16,512,4210,12,6.7,Yes,1.2,Used,40689.49
Nothing,Nothing-826,16,512,5049,12,5.2,Yes,3.2,Used,18885.01
Realme,Realme-465,2,256,3487,48,6.1,Yes,2.8,New,10722.16
Motorola,Motorola-498,12,512,5357,50,7.2,No,0.6,Used,27572.34
Samsung,Samsung-179,12,128,6152,64,5.5,Yes,1.3,New,40153.71
Oppo,Oppo-506,16,256,5270,48,5.3,Yes,4.0,Used,10389.06
Vivo,Vivo-536,16,32,4500,50,6.2,Yes,0.2,New,38354.91
Vivo,Vivo-861,2,32,4286,48,6.4,No,2.6,New,8893.89
Google,Google-883,4,32,3278,200,6.4,Yes,4.1,New,34368.76
Google,Google-200,16,32,3091,8,6.6,No,2.5,New,55546.86
Realme,Realme-237,2,32,6384,108,5.8,Yes,2.8,Used,5963.94
Xiaomi,Xiaomi-159,6,32,5294,200,6.9,No,4.9,New,6479.62
Xiaomi,Xiaomi-491,6,32,5721,64,7.1,No,0.7,New,21909.86
Vivo,Vivo-197,12,512,4817,48,5.0,Yes,2.4,New,21459.36
Motorola,Motorola-546,8,32,4436,48,5.8,Yes,1.6,New,17494.28
Nothing,Nothing-190,8,32,4204,8,5.3,No,0.1,New,29930.55
Google,Google-909,4,512,5192,32,5.8,Yes,4.4,Used,26196.87
Oppo,Oppo-707,2,128,5019,8,7.1,Yes,0.0,New,23442.03
Xiaomi,Xiaomi-195,3,128,4269,32,6.5,Yes,3.7,New,8212.65
Motorola,Motorola-108,8,256,6283,64,7.1,Yes,0.0,Used,25200.31
Realme,Realme-418,6,512,3380,16,6.9,Yes,3.7,New,12085.98
Oppo,Oppo-498,6,256,3027,50,6.0,No,4.3,New,8130.98
Xiaomi,Xiaomi-227,8,64,5466,64,6.5,Yes,2.6,Used,10088.36
Motorola,Motorola-161,6,128,5903,32,5.2,Yes,3.7,Used,6722.11
Google,Google-459,12,64,3278,8,6.4,Yes,4.4,New,33699.04
Samsung,Samsung-453,2,128,5083,16,5.2,Yes,2.8,New,20223.04
Realme,Realme-261,4,512,4096,64,5.2,No,3.4,New,9059.54
Apple,Apple-622,16,256,5221,16,5.2,Yes,1.5,New,112304.34
OnePlus,OnePlus-362,12,512,5702,8,7.0,Yes,0.6,Used,39125.59
Realme,Realme-841,6,256,3386,48,5.1,Yes,4.5,New,7323.81
Realme,Realme-861,3,512,5159,16,6.0,Yes,3.8,New,10018.47
Motorola,Motorola-477,12,128,3481,200,6.2,Yes,1.4,New,24955.07
Realme,Realme-899,16,64,5571,8,6.5,Yes,4.7,New,9976.36
Nothing,Nothing-767,16,64,3396,48,5.7,No,3.0,New,21608.28
Samsung,Samsung-951,8,32,4354,8,5.9,Yes,3.3,Used,15842.17
Xiaomi,Xiaomi-114,4,256,3616,108,5.6,No,4.2,New,7126.93
Motorola,Motorola-292,12,64,3761,50,6.9,No,0.0,Used,21822.19
Google,Google-126,8,32,4301,12,6.0,Yes,2.1,New,51921.69
Xiaomi,Xiaomi-735,16,256,4546,108,5.1,Yes,1.0,New,31457.27
Google,Google-604,12,128,6471,108,5.3,Yes,3.5,Used,30465.81
Google,Google-665,8,128,4965,200,5.3,Yes,0.6,Used,49113.91
OnePlus,OnePlus-843,8,128,3515,12,6.2,Yes,1.6,New,27939.39
Nothing,Nothing-994,3,64,5615,48,6.3,Yes,2.4,New,17840.61
Vivo,Vivo-468,6,128,3179,64,5.5,Yes,3.9,New,9688.61
Xiaomi,Xiaomi-314,12,32,4537,16,6.1,No,2.8,Used,9753.28
OnePlus,OnePlus-493,12,512,6178,200,7.1,No,0.3,New,59312.55
Oppo,Oppo-453,16,512,4831,12,5.9,No,1.4,New,29138.33
Motorola,Motorola-175,16,512,5962,200,6.3,No,2.7,New,23686.27
OnePlus,OnePlus-383,6,128,3940,108,5.9,No,3.5,Used,12003.67
Oppo,Oppo-799,12,32,4994,32,7.0,No,0.7,New,28754.81
Vivo,Vivo-978,3,128,4888,108,6.1,Yes,1.8,New,17216.04
Xiaomi,Xiaomi-330,12,256,4025,16,7.1,Yes,2.0,New,21547.05
Realme,Realme-845,6,128,5949,108,6.4,Yes,4.3,New,8179.78
Realme,Realme-139,6,256,4381,50,5.7,Yes,4.0,New,8677.37
Xiaomi,Xiaomi-874,4,512,6013,108,6.7,No,5.0,New,7834.42
Samsung,Samsung-363,16,512,5493,32,5.9,Yes,0.1,New,68559.44
Xiaomi,Xiaomi-378,8,64,4376,108,5.2,Yes,0.1,Used,19499.99
OnePlus,OnePlus-138,3,128,5186,32,6.6,Yes,0.4,New,34786.54
Realme,Realme-258,2,128,5201,200,6.4,Yes,0.4,Used,15322.48
Vivo,Vivo-466,8,256,6027,108,5.8,No,2.8,Used,11237.16
Xiaomi,Xiaomi-746,8,128,5658,32,5.8,No,0.4,Used,16838.27
Samsung,Samsung-376,12,32,3059,108,5.3,Yes,1.2,New,35604.96
Samsung,Samsung-801,16,128,3830,50,5.3,Yes,1.0,Used,33340.96
Realme,Realme-864,12,512,4850,8,5.7,No,4.9,Used,6603.4
OnePlus,OnePlus-932,6,64,3352,12,6.4,Yes,0.6,Used,23008.45
Nothing,Nothing-363,4,32,3679,12,6.9,No,4.2,New,11465.64
Samsung,Samsung-450,16,32,3615,32,6.8,Yes,3.5,New,30536.28
Apple,Apple-285,6,256,4207,12,7.0,Yes,2.5,Used,60831.53
Realme,Realme-242,16,512,5119,108,7.1,Yes,0.2,New,49205.98
Oppo,Oppo-209,2,128,4719,200,6.1,No,1.8,New,14042.07
Vivo,Vivo-747,6,128,5726,50,6.3,Yes,3.0,Used,9373.5
Motorola,Motorola-349,16,64,5834,108,5.3,Yes,2.2,New,22981.76
Nothing,Nothing-352,8,256,4536,200,5.8,No,4.7,New,13769.26
OnePlus,OnePlus-335,4,128,5959,12,6.7,No,0.4,Used,24511.96
Samsung,Samsung-776,2,32,4279,32,5.8,Yes,0.7,New,31512.67
Samsung,Samsung-900,4,256,4043,64,6.2,No,3.1,Used,15487.3
Vivo,Vivo-642,8,512,3727,32,5.9,Yes,0.9,New,29284.61
Oppo,Oppo-542,6,64,3156,32,6.8,Yes,4.8,Used,5230.23
Nothing,Nothing-990,4,256,4536,48,5.2,No,3.7,New,13892.36
Xiaomi,Xiaomi-407,16,32,6402,64,6.2,Yes,3.0,New,16753.25
Nothing,Nothing-113,4,256,3386,32,7.2,No,4.4,Used,9062.52
Vivo,Vivo-215,8,128,5760,108,6.1,Yes,4.2,Used,8106.7
Xiaomi,Xiaomi-872,8,64,4352,32,5.9,No,1.3,Used,11798.28
Apple,Apple-831,6,512,3087,50,6.9,No,3.1,Used,59569.21
Oppo,Oppo-920,16,128,5558,64,6.8,Yes,2.7,New,21572.17
Nothing,Nothing-321,6,64,5026,16,7.2,Yes,3.7,New,15663.54
Google,Google-784,3,256,4191,48,5.2,Yes,4.6,New,28856.47
Nothing,Nothing-315,8,128,5372,200,7.0,No,2.4,New,24777.96
Realme,Realme-732,2,32,3603,64,6.7,Yes,2.4,Used,7111.15
Realme,Realme-941,6,64,4085,200,6.5,Yes,4.3,Used,5349.7
Realme,Realme-835,2,32,5562,8,5.6,No,4.7,Used,4000.0
Apple,Apple-886,16,128,4956,48,7.2,No,0.3,New,129415.51
Realme,Realme-860,6,512,4685,32,5.6,Yes,0.9,New,23378.65
Vivo,Vivo-894,6,256,4758,8,5.2,No,1.2,Used,11614.87
Oppo,Oppo-191,4,32,5421,8,6.7,Yes,3.1,New,10726.02
Xiaomi,Xiaomi-758,8,256,3657,12,6.5,No,2.1,Used,11042.77
Realme,Realme-369,12,256,4071,16,5.6,Yes,1.3,New,22816.87
Nothing,Nothing-497,6,512,3811,32,6.0,No,4.5,Used,9494.01
Google,Google-566,2,512,5192,48,5.8,No,3.0,New,45471.75
Oppo,Oppo-246,3,512,5689,64,5.3,Yes,2.5,New,15035.11
Nothing,Nothing-448,6,128,3735,108,5.7,Yes,1.7,New,26239.11
Nothing,Nothing-913,3,32,4624,50,6.8,Yes,2.4,New,18484.39
Oppo,Oppo-960,6,512,3800,108,5.2,No,4.5,Used,6827.92
OnePlus,OnePlus-892,16,512,6156,108,5.2,Yes,3.0,New,32654.13
OnePlus,OnePlus-344,3,128,4877,8,5.6,Yes,1.5,Used,18754.13
OnePlus,OnePlus-781,12,32,5480,32,5.0,Yes,0.6,Used,26554.71
Google,Google-110,6,32,3173,200,5.7,No,3.1,New,39969.81
Nothing,Nothing-516,12,32,6072,108,7.0,No,3.6,Used,14288.54
Nothing,Nothing-950,3,32,5155,32,6.8,Yes,2.8,New,16768.14
Realme,Realme-182,2,128,6443,50,5.4,No,3.6,New,6297.92
Oppo,Oppo-917,2,32,5477,12,6.9,Yes,0.7,New,19486.94
Realme,Realme-430,4,64,3570,12,7.1,Yes,0.0,New,22234.57
Realme,Realme-283,16,256,3573,16,6.5,No,0.2,New,39884.59
Motorola,Motorola-935,2,256,5240,32,6.3,No,1.6,Used,11167.05
Nothing,Nothing-248,3,512,5792,16,5.8,Yes,4.2,New,15102.37
Realme,Realme-924,16,128,5777,12,5.7,No,1.5,New,21082.46
Apple,Apple-824,3,128,4361,48,6.9,Yes,2.8,Used,59138.46
Google,Google-188,12,32,5728,50,5.5,No,1.3,Used,42679.85
Vivo,Vivo-429,4,128,5503,200,6.3,No,4.0,New,8676.7
Nothing,Nothing-523,3,512,4748,12,5.4,Yes,0.4,New,34729.33
Samsung,Samsung-620,6,256,3958,108,5.6,Yes,0.5,New,46517.23
Motorola,Motorola-333,4,512,3238,16,6.3,No,4.3,New,9714.4
Realme,Realme-786,4,256,4303,64,6.8,Yes,4.1,New,9451.48
Apple,Apple-767,4,64,4417,48,6.5,Yes,0.6,New,113952.28
Realme,Realme-953,4,512,5770,16,5.8,Yes,2.0,Used,12629.9
Realme,Realme-411,2,64,5545,64,6.6,No,4.1,Used,4049.94
Xiaomi,Xiaomi-536,4,256,4739,200,5.6,Yes,1.2,New,18586.96
OnePlus,OnePlus-997,6,32,3254,50,5.8,Yes,4.9,New,13280.61
Samsung,Samsung-508,16,512,3290,50,5.8,Yes,4.2,New,29836.25
Apple,Apple-587,2,128,4815,64,5.7,No,3.1,New,75309.61
Realme,Realme-318,8,64,4169,12,5.3,Yes,4.2,Used,4869.55
Nothing,Nothing-658,12,128,4923,48,6.7,No,3.3,New,18808.57
OnePlus,OnePlus-168,2,512,6392,50,6.1,Yes,2.4,New,25075.5
Motorola,Motorola-408,2,64,3182,16,5.8,Yes,2.9,New,8890.16
Motorola,Motorola-362,6,128,4463,32,5.3,Yes,3.8,Used,7382.44
Oppo,Oppo-421,12,256,5031,108,6.9,No,2.5,New,18848.14
Realme,Realme-302,8,32,4967,12,7.0,No,2.9,New,11449.0
Xiaomi,Xiaomi-210,4,256,3568,12,5.4,Yes,1.5,Used,10592.63
Vivo,Vivo-924,6,32,5478,50,5.3,No,3.5,New,7667.83
Vivo,Vivo-851,12,256,4044,8,6.0,No,3.4,Used,10288.45
Samsung,Samsung-857,3,128,4268,200,5.0,No,3.2,New,18602.22
Samsung,Samsung-198,12,64,3611,32,5.2,Yes,0.9,Used,29693.13
Motorola,Motorola-644,16,128,4106,48,6.6,Yes,1.9,Used,18688.85
OnePlus,OnePlus-481,3,256,5292,8,5.2,Yes,2.6,New,21518.49
Nothing,Nothing-809,3,64,4876,8,5.6,No,1.2,New,19858.86
OnePlus,OnePlus-572,4,256,5634,108,5.4,Yes,1.6,Used,20396.02
Xiaomi,Xiaomi-285,2,64,3543,32,5.5,Yes,2.5,New,8831.25
Xiaomi,Xiaomi-262,6,512,4769,16,6.0,Yes,1.7,New,22733.4
Oppo,Oppo-516,6,64,5729,12,5.7,Yes,1.5,Used,11958.46
Apple,Apple-260,3,64,5184,64,5.4,No,3.3,Used,48878.94
Google,Google-704,16,32,4144,8,5.6,No,4.2,Used,26077.5
Apple,Apple-168,16,256,3776,8,5.3,Yes,2.9,New,96351.18
Nothing,Nothing-992,4,256,5239,108,5.3,No,2.6,Used,14469.44
Nothing,Nothing-897,3,512,3678,12,5.2,Yes,3.0,New,17700.74
Vivo,Vivo-166,16,128,3853,8,5.9,No,2.9,New,16559.39
Xiaomi,Xiaomi-761,16,128,3025,200,6.0,Yes,1.4,New,26407.31
Samsung,Samsung-450,16,256,5758,16,6.2,Yes,0.1,Used,47071.98
Nothing,Nothing-408,8,512,4680,50,5.7,Yes,4.8,New,14122.56
Oppo,Oppo-869,2,64,4451,12,6.4,No,3.3,New,8039.81
Motorola,Motorola-657,12,32,4752,64,6.2,Yes,0.1,Used,24235.23
Apple,Apple-714,6,256,5956,32,6.2,Yes,4.6,Used,50339.24
Apple,Apple-307,3,64,3624,108,6.6,Yes,5.0,Used,38374.0
OnePlus,OnePlus-601,16,512,4618,32,5.3,No,4.5,Used,13834.03
Apple,Apple-307,8,256,3827,12,6.8,Yes,0.6,Used,83268.12
Samsung,Samsung-588,2,512,4378,64,6.0,Yes,4.5,Used,13724.42
Realme,Realme-261,6,512,5177,200,6.1,No,1.3,New,23164.06
Oppo,Oppo-379,8,32,4479,64,6.4,No,4.7,Used,5152.75
Vivo,Vivo-192,8,32,4881,200,5.8,Yes,2.2,Used,11574.83
Xiaomi,Xiaomi-398,6,128,5877,108,6.5,Yes,4.2,New,9715.79
Samsung,Samsung-819,3,256,3978,32,5.5,Yes,0.7,New,35696.59
Samsung,Samsung-293,8,32,5101,64,5.2,No,4.7,Used,12163.8
Samsung,Samsung-748,16,256,4126,16,5.7,No,2.5,New,33050.77
Nothing,Nothing-925,3,32,5584,50,6.1,Yes,2.1,Used,14950.91
Motorola,Motorola-859,6,512,3566,200,6.0,Yes,4.0,Used,10348.89
Motorola,Motorola-457,2,32,4785,200,5.4,Yes,4.3,New,6804.12
Samsung,Samsung-831,8,64,5115,48,6.0,No,4.3,Used,13103.53
Vivo,Vivo-129,2,32,4114,32,6.1,Yes,2.6,New,10708.4
Motorola,Motorola-275,12,64,3714,64,6.5,Yes,4.9,New,9607.48
Vivo,Vivo-450,6,512,4590,12,7.2,No,3.4,Used,9487.45
Motorola,Motorola-200,4,32,4217,108,6.6,Yes,4.5,New,8217.11
Samsung,Samsung-970,8,128,4105,16,6.4,No,2.5,New,28813.88
Google,Google-471,2,512,3184,16,5.5,No,2.1,New,46515.24
Apple,Apple-360,4,32,3221,16,5.4,Yes,2.4,Used,52417.63
Apple,Apple-192,2,512,3922,8,5.2,Yes,2.0,New,91480.32
Xiaomi,Xiaomi-349,12,128,3137,108,5.5,No,3.4,New,12767.89
Nothing,Nothing-511,8,256,5614,50,6.4,No,3.7,New,18082.25
Nothing,Nothing-866,8,32,3428,16,5.4,Yes,0.2,New,32958.37
Oppo,Oppo-760,3,512,3787,108,6.1,Yes,3.2,New,12866.68
Apple,Apple-711,8,128,3086,64,5.4,Yes,0.0,Used,82381.98
Vivo,Vivo-293,16,128,5116,50,6.7,Yes,3.9,Used,10986.43
Samsung,Samsung-513,3,32,5995,32,5.7,Yes,2.3,Used,17050.24
Google,Google-425,16,128,4541,200,7.0,No,2.7,New,52401.83
Apple,Apple-904,8,128,5526,50,5.7,Yes,4.5,Used,49712.58
Oppo,Oppo-987,16,128,6107,12,6.4,Yes,4.5,Used,9458.59
Vivo,Vivo-993,4,32,3912,108,6.7,Yes,4.0,New,8499.93
Realme,Realme-855,2,32,3244,16,7.0,Yes,0.6,Used,11508.7
Motorola,Motorola-666,16,256,4153,50,7.1,No,2.7,New,22305.52
Samsung,Samsung-544,8,512,4188,48,6.0,Yes,4.6,Used,16186.45
Vivo,Vivo-778,12,512,3849,64,6.3,Yes,4.5,New,13889.75
Nothing,Nothing-388,4,512,6469,50,7.1,Yes,3.0,Used,15928.47
Xiaomi,Xiaomi-487,12,128,3375,64,6.9,No,3.4,New,13676.44
Oppo,Oppo-303,16,128,3661,64,5.9,Yes,0.3,New,36375.16
Oppo,Oppo-581,4,64,6062,48,6.0,Yes,4.9,New,6952.39
Apple,Apple-748,6,32,6255,48,6.6,Yes,4.9,Used,45543.62
Apple,Apple-412,12,128,4089,48,5.3,Yes,4.7,New,65023.15
Xiaomi,Xiaomi-935,4,128,3125,8,6.9,Yes,3.8,New,8082.12
OnePlus,OnePlus-142,16,256,6143,108,5.9,Yes,2.7,Used,24394.12
Oppo,Oppo-326,12,256,5886,50,6.5,No,1.9,New,23993.22
Apple,Apple-995,2,32,6073,8,5.8,Yes,4.0,New,58392.29
OnePlus,OnePlus-939,16,128,5862,12,6.6,Yes,3.5,New,25961.57
Samsung,Samsung-401,8,64,5630,32,5.0,Yes,4.4,New,17830.62
Google,Google-759,16,128,3830,16,6.0,Yes,2.7,Used,41093.2
Vivo,Vivo-812,12,128,5964,16,5.2,Yes,4.9,Used,6141.52
Xiaomi,Xiaomi-967,4,128,5505,108,6.0,Yes,4.8,New,6516.55
Oppo,Oppo-782,8,512,4526,48,6.7,No,1.0,Used,20236.15
Samsung,Samsung-172,4,512,6078,16,5.7,Yes,1.6,New,34317.51
Nothing,Nothing-153,2,128,4296,200,7.1,No,2.5,New,19171.85
Vivo,Vivo-450,6,32,4611,200,5.5,Yes,4.8,New,6706.85
Apple,Apple-403,3,32,5774,108,7.2,Yes,4.0,New,72382.69
Nothing,Nothing-243,16,64,6433,32,5.6,Yes,4.5,New,17306.15
Google,Google-858,6,128,3717,32,5.2,No,2.0,New,47908.39
Vivo,Vivo-954,12,128,6459,108,5.5,Yes,2.9,Used,12014.03
Google,Google-443,6,128,5864,16,5.8,No,2.9,Used,30089.72
OnePlus,OnePlus-411,12,512,6074,8,6.3,Yes,3.4,Used,19003.52
Apple,Apple-769,2,32,4126,48,6.7,Yes,0.2,New,114952.32
Samsung,Samsung-635,16,64,6238,200,5.3,No,3.2,New,29302.28
Apple,Apple-882,6,512,5060,12,6.5,No,2.9,New,79694.24
Oppo,Oppo-290,6,256,4411,32,5.2,Yes,4.1,New,9936.34
Apple,Apple-495,12,256,3563,108,5.3,Yes,1.5,New,113752.52
Oppo,Oppo-571,12,64,6211,64,6.6,No,2.1,Used,12908.29
Google,Google-320,12,256,3667,108,5.2,Yes,1.6,Used,47313.83
Apple,Apple-869,16,32,4903,200,7.1,No,1.0,Used,83130.17
Xiaomi,Xiaomi-878,4,64,6072,8,6.2,Yes,3.8,Used,5508.12
Motorola,Motorola-906,6,32,5499,32,6.8,Yes,3.7,New,11134.51
OnePlus,OnePlus-491,16,256,5554,16,6.9,Yes,0.4,New,50917.94
Samsung,Samsung-268,6,32,6357,32,5.6,Yes,3.7,New,18090.35
Motorola,Motorola-290,16,64,5579,108,6.7,Yes,0.4,New,35922.51
Vivo,Vivo-287,6,128,3488,16,5.9,Yes,1.2,Used,14365.8
Google,Google-939,2,32,5827,200,6.8,Yes,2.7,New,42789.68
Nothing,Nothing-200,2,256,6129,16,5.6,No,0.3,New,32480.17
Nothing,Nothing-985,8,128,6333,12,6.8,Yes,4.4,Used,11250.81
Nothing,Nothing-627,3,128,3071,48,6.2,Yes,4.1,Used,8519.71
Apple,Apple-906,8,512,6466,108,6.8,Yes,3.5,Used,65928.71
Google,Google-541,6,256,4178,50,7.1,Yes,2.0,Used,42619.09
OnePlus,OnePlus-750,12,128,4059,12,6.8,Yes,1.0,Used,26169.35
Realme,Realme-811,6,32,4107,64,6.3,Yes,1.7,New,15594.76
Vivo,Vivo-104,8,256,3282,50,6.6,No,3.7,New,11177.69
Realme,Realme-444,12,512,3241,16,6.2,Yes,1.2,Used,20218.48
Nothing,Nothing-160,16,128,3580,16,6.0,No,1.0,Used,24801.3
Vivo,Vivo-235,12,64,5965,200,5.7,No,3.2,New,12703.22
Xiaomi,Xiaomi-934,4,512,4565,200,6.2,No,4.7,Used,6031.94
Vivo,Vivo-777,2,256,5238,32,6.4,No,4.6,Used,5023.63
Vivo,Vivo-452,6,64,5406,8,7.1,Yes,4.7,Used,5985.74
Realme,Realme-368,8,512,4318,8,6.0,No,0.8,New,26119.41
Google,Google-878,8,64,4925,108,5.9,Yes,0.8,New,72013.95
Realme,Realme-552,8,64,5164,50,6.4,Yes,4.1,New,9329.3
Xiaomi,Xiaomi-485,16,64,4562,48,5.3,Yes,2.3,New,18636.94
Motorola,Motorola-612,16,256,6184,200,5.7,No,0.3,Used,29455.38
Xiaomi,Xiaomi-164,2,256,3897,48,7.0,Yes,2.3,New,13917.71
Samsung,Samsung-831,8,128,5142,48,7.1,Yes,3.3,Used,20137.64
Google,Google-618,6,128,4261,48,5.8,No,2.7,New,43022.34
Apple,Apple-609,6,128,4478,32,5.1,No,0.1,New,111442.25
Apple,Apple-461,8,128,5545,8,6.5,Yes,1.7,New,91963.51
Apple,Apple-219,3,32,5095,50,6.3,Yes,4.6,New,58653.99
Google,Google-571,8,128,6234,108,7.0,No,2.2,New,54532.81
Oppo,Oppo-429,6,256,3476,12,5.8,Yes,1.5,New,18106.17
Samsung,Samsung-145,3,128,6006,48,5.9,Yes,1.9,Used,20501.44
Motorola,Motorola-921,3,128,5396,16,5.7,No,4.3,New,6455.23
Samsung,Samsung-353,12,512,6070,50,5.3,No,0.6,Used,34717.73
Xiaomi,Xiaomi-550,3,256,3484,50,5.5,No,2.1,New,11885.64
Vivo,Vivo-722,2,512,6447,64,5.9,No,2.7,New,13700.59
Nothing,Nothing-536,4,32,5527,50,6.5,No,2.0,New,18503.26
Samsung,Samsung-992,12,512,3846,12,6.1,Yes,1.5,Used,33928.5
Google,Google-867,4,512,3156,50,5.2,Yes,1.3,New,61951.28
Xiaomi,Xiaomi-118,8,256,6065,16,6.9,Yes,1.4,Used,16444.95
Realme,Realme-809,4,32,5914,48,6.1,Yes,1.8,New,12942.3
Xiaomi,Xiaomi-242,3,512,3615,48,6.4,No,1.2,Used,14339.63
Google,Google-170,6,32,4271,32,5.2,Yes,2.1,New,48599.03
Vivo,Vivo-279,4,256,4005,16,6.7,Yes,4.1,Used,7379.99
Apple,Apple-325,2,64,5375,32,6.7,Yes,3.4,New,71844.84
Nothing,Nothing-930,16,32,4482,64,5.2,Yes,1.7,New,32744.12
Motorola,Motorola-191,16,256,4248,32,5.6,Yes,3.1,New,20859.54
Google,Google-219,4,128,6486,32,5.5,Yes,2.0,New,48900.51
Samsung,Samsung-235,8,64,5848,50,7.1,Yes,3.1,New,25610.29
OnePlus,OnePlus-360,16,32,4823,48,5.1,No,0.3,New,39491.75
Nothing,Nothing-674,4,64,3676,108,6.9,Yes,1.6,New,27183.47
Samsung,Samsung-556,3,64,4909,50,6.4,Yes,4.4,New,17203.99
Apple,Apple-438,16,32,5402,32,5.5,Yes,4.9,Used,46161.15
Oppo,Oppo-215,3,256,5250,16,5.1,Yes,3.8,New,8971.22
Xiaomi,Xiaomi-196,12,32,3692,64,6.2,No,3.4,Used,7961.22
Nothing,Nothing-454,12,64,4469,48,6.3,No,0.9,Used,22708.33
Apple,Apple-473,12,256,4390,32,6.1,No,1.9,Used,72553.89
Apple,Apple-398,12,128,6239,200,6.1,No,3.7,Used,58629.19
Samsung,Samsung-614,12,64,5547,16,6.1,Yes,4.1,New,21753.98
OnePlus,OnePlus-586,12,256,3680,50,5.9,No,4.1,Used,13070.81
Google,Google-212,6,256,5876,200,6.3,Yes,2.8,New,47692.68
Vivo,Vivo-346,12,128,4286,200,5.5,Yes,3.9,Used,8541.58
OnePlus,OnePlus-825,12,64,6229,50,5.6,No,2.0,New,29675.76
Oppo,Oppo-651,8,128,6029,200,5.1,Yes,4.3,New,9612.29
Samsung,Samsung-946,12,32,5795,8,5.9,No,4.3,New,18199.57
Vivo,Vivo-122,12,512,3690,200,7.1,No,2.2,New,23572.31
Oppo,Oppo-800,2,64,5313,16,6.2,Yes,4.0,New,6814.55
Nothing,Nothing-229,16,32,5709,8,5.2,Yes,3.9,Used,12623.99
Nothing,Nothing-293,8,64,3243,50,6.7,Yes,0.6,Used,25787.17
Xiaomi,Xiaomi-557,6,512,5169,32,5.9,Yes,2.1,Used,12844.98
Realme,Realme-345,4,64,4754,8,6.4,No,2.8,New,8404.01
Vivo,Vivo-431,4,128,5328,16,5.9,No,5.0,Used,4000.0
Samsung,Samsung-333,12,512,5716,48,6.5,Yes,4.3,New,27260.59
Nothing,Nothing-284,4,32,3461,108,7.2,No,3.6,Used,9611.77
Nothing,Nothing-700,16,32,3890,8,7.0,No,0.9,New,39540.59
Vivo,Vivo-174,6,256,3926,200,6.7,Yes,4.0,Used,8701.03
Apple,Apple-586,2,128,6146,12,5.3,No,4.1,Used,46581.71
Realme,Realme-492,3,128,4414,8,5.3,No,0.1,Used,10951.08
OnePlus,OnePlus-664,2,128,3778,108,6.0,Yes,3.1,New,17487.35
Google,Google-907,12,512,5880,48,5.6,Yes,1.5,New,67853.76
Realme,Realme-389,3,32,3826,108,6.0,Yes,2.2,New,10490.74
Oppo,Oppo-539,4,256,5875,8,5.4,No,2.3,New,11291.34
Google,Google-660,3,256,6473,108,6.6,Yes,3.6,Used,29583.56
Nothing,Nothing-777,4,256,5944,64,6.8,No,4.9,New,11854.05
Realme,Realme-859,6,512,4683,108,5.2,Yes,0.7,New,25772.86
Motorola,Motorola-738,6,128,3193,16,6.2,Yes,1.0,Used,13874.7
Nothing,Nothing-733,16,128,6147,108,5.5,Yes,0.4,Used,35300.14
Apple,Apple-128,12,64,5762,8,6.8,Yes,1.6,New,95959.2
Vivo,Vivo-672,16,128,3765,12,6.8,Yes,0.3,Used,26996.76
Google,Google-157,3,32,3939,108,5.5,No,3.0,New,38988.41
Nothing,Nothing-319,12,256,5487,108,6.2,Yes,4.3,New,18859.35
Apple,Apple-290,3,512,6021,8,5.6,Yes,2.3,Used,65398.82
Motorola,Motorola-276,2,256,3577,200,5.7,No,3.3,Used,6987.36
Oppo,Oppo-536,6,512,5315,8,5.8,No,2.3,Used,12689.14
Vivo,Vivo-397,4,256,5364,16,5.6,Yes,1.6,New,17146.91
Motorola,Motorola-745,3,128,4654,50,5.4,No,3.0,Used,6709.75
Apple,Apple-498,12,512,4695,12,5.4,No,4.3,Used,53782.69
Motorola,Motorola-367,2,128,5221,16,7.0,Yes,3.3,Used,8116.1
Apple,Apple-754,12,512,6048,12,6.9,No,0.4,New,126854.54
Nothing,Nothing-928,4,512,5911,200,5.8,No,4.9,Used,9296.25
Xiaomi,Xiaomi-497,8,256,6394,8,6.1,No,1.5,Used,14329.22
Vivo,Vivo-828,4,32,5823,16,6.6,No,1.0,New,16944.48
Vivo,Vivo-270,8,128,4149,48,6.5,No,5.0,Used,5107.57
Samsung,Samsung-994,12,64,5447,108,6.9,No,2.0,New,34072.98
Samsung,Samsung-290,12,64,6070,50,6.9,No,3.9,Used,18445.89
Apple,Apple-621,8,32,5236,8,7.1,Yes,3.0,New,75387.33
Samsung,Samsung-697,4,128,4065,32,7.1,No,4.9,Used,11684.26
Realme,Realme-741,12,32,4925,50,6.2,Yes,1.5,New,21022.48
Realme,Realme-930,8,512,5700,16,5.2,Yes,4.3,New,10022.88
Oppo,Oppo-350,2,64,5450,12,6.6,Yes,0.9,New,16630.97
